,A1,A2,A3,A4,A5,A6,A7,A8,A9
3368,0,3,3,2,1,0,0,2,2
3369,0,3,3,2,1,0,1,0,1
3370,0,3,3,2,1,0,1,1,4
3371,0,3,3,2,1,0,1,2,2
3372,0,3,3,2,1,0,2,0,4
3373,0,3,3,2,1,0,2,1,4
3374,0,3,3,2,1,0,2,2,2
3375,0,3,3,2,1,1,0,0,1
3376,0,3,3,2,1,1,0,1,4
3377,0,3,3,2,1,1,0,2,2
3378,0,3,3,2,1,1,1,0,1
3379,0,3,3,2,1,1,1,1,4
3380,0,3,3,2,1,1,1,2,2
3381,0,3,3,2,1,1,2,0,4
3382,0,3,3,2,1,1,2,1,4
3383,0,3,3,2,1,1,2,2,2
3384,0,3,3,2,2,0,0,0,1
3385,0,3,3,2,2,0,0,1,4
3386,0,3,3,2,2,0,0,2,2
3387,0,3,3,2,2,0,1,0,1
3388,0,3,3,2,2,0,1,1,4
3389,0,3,3,2,2,0,1,2,2
3390,0,3,3,2,2,0,2,0,4
3391,0,3,3,2,2,0,2,1,4
3392,0,3,3,2,2,0,2,2,2
3393,0,3,3,2,2,1,0,0,1
3394,0,3,3,2,2,1,0,1,4
3395,0,3,3,2,2,1,0,2,2
3396,0,3,3,2,2,1,1,0,1
3397,0,3,3,2,2,1,1,1,4
3398,0,3,3,2,2,1,1,2,2
3399,0,3,3,2,2,1,2,0,4
3400,0,3,3,2,2,1,2,1,4
3401,0,3,3,2,2,1,2,2,2
3402,0,3,3,3,0,0,0,0,1
3403,0,3,3,3,0,0,0,1,1
3404,0,3,3,3,0,0,0,2,2
3405,0,3,3,3,0,0,1,0,1
3406,0,3,3,3,0,0,1,1,1
3407,0,3,3,3,0,0,1,2,2
3408,0,3,3,3,0,0,2,0,1
3409,0,3,3,3,0,0,2,1,1
3410,0,3,3,3,0,0,2,2,2
3411,0,3,3,3,0,1,0,0,1
3412,0,3,3,3,0,1,0,1,4
3413,0,3,3,3,0,1,0,2,2
3414,0,3,3,3,0,1,1,0,1
3415,0,3,3,3,0,1,1,1,4
3416,0,3,3,3,0,1,1,2,2
3417,0,3,3,3,0,1,2,0,4
3418,0,3,3,3,0,1,2,1,4
3419,0,3,3,3,0,1,2,2,2
3420,0,3,3,3,1,0,0,0,1
3421,0,3,3,3,1,0,0,1,4
3422,0,3,3,3,1,0,0,2,2
3423,0,3,3,3,1,0,1,0,1
3424,0,3,3,3,1,0,1,1,4
3425,0,3,3,3,1,0,1,2,2
3426,0,3,3,3,1,0,2,0,4
3427,0,3,3,3,1,0,2,1,4
3428,0,3,3,3,1,0,2,2,2
3429,0,3,3,3,1,1,0,0,1
3430,0,3,3,3,1,1,0,1,4
3431,0,3,3,3,1,1,0,2,2
3432,0,3,3,3,1,1,1,0,1
3433,0,3,3,3,1,1,1,1,4
3434,0,3,3,3,1,1,1,2,2
3435,0,3,3,3,1,1,2,0,4
3436,0,3,3,3,1,1,2,1,4
3437,0,3,3,3,1,1,2,2,2
3438,0,3,3,3,2,0,0,0,1
3439,0,3,3,3,2,0,0,1,4
3440,0,3,3,3,2,0,0,2,2
3441,0,3,3,3,2,0,1,0,1
3442,0,3,3,3,2,0,1,1,4
3443,0,3,3,3,2,0,1,2,2
3444,0,3,3,3,2,0,2,0,4
3445,0,3,3,3,2,0,2,1,4
3446,0,3,3,3,2,0,2,2,2
3447,0,3,3,3,2,1,0,0,1
3448,0,3,3,3,2,1,0,1,4
3449,0,3,3,3,2,1,0,2,2
3450,0,3,3,3,2,1,1,0,1
3451,0,3,3,3,2,1,1,1,4
3452,0,3,3,3,2,1,1,2,2
3453,0,3,3,3,2,1,2,0,4
3454,0,3,3,3,2,1,2,1,4
3455,0,3,3,3,2,1,2,2,2
3456,0,4,0,0,0,0,0,0,1
3457,0,4,0,0,0,0,0,1,1
3458,0,4,0,0,0,0,0,2,2
3459,0,4,0,0,0,0,1,0,1
3460,0,4,0,0,0,0,1,1,1
3461,0,4,0,0,0,0,1,2,2
3462,0,4,0,0,0,0,2,0,1
3463,0,4,0,0,0,0,2,1,1
3464,0,4,0,0,0,0,2,2,2
3465,0,4,0,0,0,1,0,0,1
3466,0,4,0,0,0,1,0,1,4
3467,0,4,0,0,0,1,0,2,2
3468,0,4,0,0,0,1,1,0,1
3469,0,4,0,0,0,1,1,1,4
3470,0,4,0,0,0,1,1,2,2
3471,0,4,0,0,0,1,2,0,4
3472,0,4,0,0,0,1,2,1,4
3473,0,4,0,0,0,1,2,2,2
3474,0,4,0,0,1,0,0,0,1
3475,0,4,0,0,1,0,0,1,4
3476,0,4,0,0,1,0,0,2,2
3477,0,4,0,0,1,0,1,0,1
3478,0,4,0,0,1,0,1,1,4
3479,0,4,0,0,1,0,1,2,2
3480,0,4,0,0,1,0,2,0,4
3481,0,4,0,0,1,0,2,1,4
3482,0,4,0,0,1,0,2,2,2
3483,0,4,0,0,1,1,0,0,1
3484,0,4,0,0,1,1,0,1,4
3485,0,4,0,0,1,1,0,2,2
3486,0,4,0,0,1,1,1,0,1
3487,0,4,0,0,1,1,1,1,4
3488,0,4,0,0,1,1,1,2,2
3489,0,4,0,0,1,1,2,0,4
3490,0,4,0,0,1,1,2,1,4
3491,0,4,0,0,1,1,2,2,2
3492,0,4,0,0,2,0,0,0,1
3493,0,4,0,0,2,0,0,1,4
3494,0,4,0,0,2,0,0,2,2
3495,0,4,0,0,2,0,1,0,1
3496,0,4,0,0,2,0,1,1,4
3497,0,4,0,0,2,0,1,2,2
3498,0,4,0,0,2,0,2,0,4
3499,0,4,0,0,2,0,2,1,4
3500,0,4,0,0,2,0,2,2,2
3501,0,4,0,0,2,1,0,0,1
3502,0,4,0,0,2,1,0,1,4
3503,0,4,0,0,2,1,0,2,2
3504,0,4,0,0,2,1,1,0,1
3505,0,4,0,0,2,1,1,1,4
3506,0,4,0,0,2,1,1,2,2
3507,0,4,0,0,2,1,2,0,4
3508,0,4,0,0,2,1,2,1,4
3509,0,4,0,0,2,1,2,2,2
3510,0,4,0,1,0,0,0,0,1
3511,0,4,0,1,0,0,0,1,4
3512,0,4,0,1,0,0,0,2,2
3513,0,4,0,1,0,0,1,0,1
3514,0,4,0,1,0,0,1,1,4
3515,0,4,0,1,0,0,1,2,2
3516,0,4,0,1,0,0,2,0,4
3517,0,4,0,1,0,0,2,1,4
3518,0,4,0,1,0,0,2,2,2
3519,0,4,0,1,0,1,0,0,1
3520,0,4,0,1,0,1,0,1,4
3521,0,4,0,1,0,1,0,2,2
3522,0,4,0,1,0,1,1,0,1
3523,0,4,0,1,0,1,1,1,4
3524,0,4,0,1,0,1,1,2,2
3525,0,4,0,1,0,1,2,0,4
3526,0,4,0,1,0,1,2,1,4
3527,0,4,0,1,0,1,2,2,2
3528,0,4,0,1,1,0,0,0,1
3529,0,4,0,1,1,0,0,1,4
3530,0,4,0,1,1,0,0,2,2
3531,0,4,0,1,1,0,1,0,1
3532,0,4,0,1,1,0,1,1,4
3533,0,4,0,1,1,0,1,2,2
3534,0,4,0,1,1,0,2,0,4
3535,0,4,0,1,1,0,2,1,4
3536,0,4,0,1,1,0,2,2,2
3537,0,4,0,1,1,1,0,0,1
3538,0,4,0,1,1,1,0,1,4
3539,0,4,0,1,1,1,0,2,2
3540,0,4,0,1,1,1,1,0,1
3541,0,4,0,1,1,1,1,1,4
3542,0,4,0,1,1,1,1,2,2
3543,0,4,0,1,1,1,2,0,4
3544,0,4,0,1,1,1,2,1,4
3545,0,4,0,1,1,1,2,2,2
3546,0,4,0,1,2,0,0,0,4
3547,0,4,0,1,2,0,0,1,4
3548,0,4,0,1,2,0,0,2,2
3549,0,4,0,1,2,0,1,0,4
3550,0,4,0,1,2,0,1,1,4
3551,0,4,0,1,2,0,1,2,2
3552,0,4,0,1,2,0,2,0,4
3553,0,4,0,1,2,0,2,1,4
3554,0,4,0,1,2,0,2,2,2
3555,0,4,0,1,2,1,0,0,4
3556,0,4,0,1,2,1,0,1,4
3557,0,4,0,1,2,1,0,2,2
3558,0,4,0,1,2,1,1,0,4
3559,0,4,0,1,2,1,1,1,4
3560,0,4,0,1,2,1,1,2,2
3561,0,4,0,1,2,1,2,0,4
3562,0,4,0,1,2,1,2,1,4
3563,0,4,0,1,2,1,2,2,2
3564,0,4,0,2,0,0,0,0,1
3565,0,4,0,2,0,0,0,1,4
3566,0,4,0,2,0,0,0,2,2
3567,0,4,0,2,0,0,1,0,1
3568,0,4,0,2,0,0,1,1,4
3569,0,4,0,2,0,0,1,2,2
3570,0,4,0,2,0,0,2,0,4
3571,0,4,0,2,0,0,2,1,4
3572,0,4,0,2,0,0,2,2,2
3573,0,4,0,2,0,1,0,0,4
3574,0,4,0,2,0,1,0,1,4
3575,0,4,0,2,0,1,0,2,2
3576,0,4,0,2,0,1,1,0,4
3577,0,4,0,2,0,1,1,1,4
3578,0,4,0,2,0,1,1,2,2
3579,0,4,0,2,0,1,2,0,4
3580,0,4,0,2,0,1,2,1,4
3581,0,4,0,2,0,1,2,2,2
3582,0,4,0,2,1,0,0,0,4
3583,0,4,0,2,1,0,0,1,4
3584,0,4,0,2,1,0,0,2,2
3585,0,4,0,2,1,0,1,0,4
3586,0,4,0,2,1,0,1,1,4
3587,0,4,0,2,1,0,1,2,2
3588,0,4,0,2,1,0,2,0,4
3589,0,4,0,2,1,0,2,1,4
3590,0,4,0,2,1,0,2,2,2
3591,0,4,0,2,1,1,0,0,4
3592,0,4,0,2,1,1,0,1,4
3593,0,4,0,2,1,1,0,2,2
3594,0,4,0,2,1,1,1,0,4
3595,0,4,0,2,1,1,1,1,4
3596,0,4,0,2,1,1,1,2,2
3597,0,4,0,2,1,1,2,0,4
3598,0,4,0,2,1,1,2,1,4
3599,0,4,0,2,1,1,2,2,2
3600,0,4,0,2,2,0,0,0,4
3601,0,4,0,2,2,0,0,1,4
3602,0,4,0,2,2,0,0,2,2
3603,0,4,0,2,2,0,1,0,4
3604,0,4,0,2,2,0,1,1,4
3605,0,4,0,2,2,0,1,2,2
3606,0,4,0,2,2,0,2,0,4
3607,0,4,0,2,2,0,2,1,4
3608,0,4,0,2,2,0,2,2,2
3609,0,4,0,2,2,1,0,0,4
3610,0,4,0,2,2,1,0,1,4
3611,0,4,0,2,2,1,0,2,2
3612,0,4,0,2,2,1,1,0,4
3613,0,4,0,2,2,1,1,1,4
3614,0,4,0,2,2,1,1,2,2
3615,0,4,0,2,2,1,2,0,4
3616,0,4,0,2,2,1,2,1,4
3617,0,4,0,2,2,1,2,2,2
3618,0,4,0,3,0,0,0,0,1
3619,0,4,0,3,0,0,0,1,4
3620,0,4,0,3,0,0,0,2,2
3621,0,4,0,3,0,0,1,0,1
3622,0,4,0,3,0,0,1,1,4
3623,0,4,0,3,0,0,1,2,2
3624,0,4,0,3,0,0,2,0,4
3625,0,4,0,3,0,0,2,1,4
3626,0,4,0,3,0,0,2,2,2
3627,0,4,0,3,0,1,0,0,4
3628,0,4,0,3,0,1,0,1,4
3629,0,4,0,3,0,1,0,2,2
3630,0,4,0,3,0,1,1,0,4
3631,0,4,0,3,0,1,1,1,4
3632,0,4,0,3,0,1,1,2,2
3633,0,4,0,3,0,1,2,0,4
3634,0,4,0,3,0,1,2,1,4
3635,0,4,0,3,0,1,2,2,2
3636,0,4,0,3,1,0,0,0,4
3637,0,4,0,3,1,0,0,1,4
3638,0,4,0,3,1,0,0,2,2
3639,0,4,0,3,1,0,1,0,4
3640,0,4,0,3,1,0,1,1,4
3641,0,4,0,3,1,0,1,2,2
3642,0,4,0,3,1,0,2,0,4
3643,0,4,0,3,1,0,2,1,4
3644,0,4,0,3,1,0,2,2,2
3645,0,4,0,3,1,1,0,0,4
3646,0,4,0,3,1,1,0,1,4
3647,0,4,0,3,1,1,0,2,2
3648,0,4,0,3,1,1,1,0,4
3649,0,4,0,3,1,1,1,1,4
3650,0,4,0,3,1,1,1,2,2
3651,0,4,0,3,1,1,2,0,4
3652,0,4,0,3,1,1,2,1,4
3653,0,4,0,3,1,1,2,2,2
3654,0,4,0,3,2,0,0,0,4
3655,0,4,0,3,2,0,0,1,4
3656,0,4,0,3,2,0,0,2,2
3657,0,4,0,3,2,0,1,0,4
3658,0,4,0,3,2,0,1,1,4
3659,0,4,0,3,2,0,1,2,2
3660,0,4,0,3,2,0,2,0,4
3661,0,4,0,3,2,0,2,1,4
3662,0,4,0,3,2,0,2,2,2
3663,0,4,0,3,2,1,0,0,4
3664,0,4,0,3,2,1,0,1,4
3665,0,4,0,3,2,1,0,2,2
3666,0,4,0,3,2,1,1,0,4
3667,0,4,0,3,2,1,1,1,4
3668,0,4,0,3,2,1,1,2,2
3669,0,4,0,3,2,1,2,0,4
3670,0,4,0,3,2,1,2,1,4
3671,0,4,0,3,2,1,2,2,2
3672,0,4,1,0,0,0,0,0,1
3673,0,4,1,0,0,0,0,1,4
3674,0,4,1,0,0,0,0,2,2
3675,0,4,1,0,0,0,1,0,1
3676,0,4,1,0,0,0,1,1,4
3677,0,4,1,0,0,0,1,2,2
3678,0,4,1,0,0,0,2,0,4
3679,0,4,1,0,0,0,2,1,4
3680,0,4,1,0,0,0,2,2,2
3681,0,4,1,0,0,1,0,0,1
3682,0,4,1,0,0,1,0,1,4
3683,0,4,1,0,0,1,0,2,2
3684,0,4,1,0,0,1,1,0,1
3685,0,4,1,0,0,1,1,1,4
3686,0,4,1,0,0,1,1,2,2
3687,0,4,1,0,0,1,2,0,4
3688,0,4,1,0,0,1,2,1,4
3689,0,4,1,0,0,1,2,2,2
3690,0,4,1,0,1,0,0,0,1
3691,0,4,1,0,1,0,0,1,4
3692,0,4,1,0,1,0,0,2,2
3693,0,4,1,0,1,0,1,0,1
3694,0,4,1,0,1,0,1,1,4
3695,0,4,1,0,1,0,1,2,2
3696,0,4,1,0,1,0,2,0,4
3697,0,4,1,0,1,0,2,1,4
3698,0,4,1,0,1,0,2,2,2
3699,0,4,1,0,1,1,0,0,1
3700,0,4,1,0,1,1,0,1,4
3701,0,4,1,0,1,1,0,2,2
3702,0,4,1,0,1,1,1,0,1
3703,0,4,1,0,1,1,1,1,4
3704,0,4,1,0,1,1,1,2,2
3705,0,4,1,0,1,1,2,0,4
3706,0,4,1,0,1,1,2,1,4
3707,0,4,1,0,1,1,2,2,2
3708,0,4,1,0,2,0,0,0,4
3709,0,4,1,0,2,0,0,1,4
3710,0,4,1,0,2,0,0,2,2
3711,0,4,1,0,2,0,1,0,4
3712,0,4,1,0,2,0,1,1,4
3713,0,4,1,0,2,0,1,2,2
3714,0,4,1,0,2,0,2,0,4
3715,0,4,1,0,2,0,2,1,4
3716,0,4,1,0,2,0,2,2,2
3717,0,4,1,0,2,1,0,0,4
3718,0,4,1,0,2,1,0,1,4
3719,0,4,1,0,2,1,0,2,2
3720,0,4,1,0,2,1,1,0,4
3721,0,4,1,0,2,1,1,1,4
3722,0,4,1,0,2,1,1,2,2
3723,0,4,1,0,2,1,2,0,4
3724,0,4,1,0,2,1,2,1,4
3725,0,4,1,0,2,1,2,2,2
3726,0,4,1,1,0,0,0,0,1
3727,0,4,1,1,0,0,0,1,4
3728,0,4,1,1,0,0,0,2,2
3729,0,4,1,1,0,0,1,0,1
3730,0,4,1,1,0,0,1,1,4
3731,0,4,1,1,0,0,1,2,2
3732,0,4,1,1,0,0,2,0,4
3733,0,4,1,1,0,0,2,1,4
3734,0,4,1,1,0,0,2,2,2
3735,0,4,1,1,0,1,0,0,1
3736,0,4,1,1,0,1,0,1,4
3737,0,4,1,1,0,1,0,2,2
3738,0,4,1,1,0,1,1,0,1
3739,0,4,1,1,0,1,1,1,4
3740,0,4,1,1,0,1,1,2,2
3741,0,4,1,1,0,1,2,0,4
3742,0,4,1,1,0,1,2,1,4
3743,0,4,1,1,0,1,2,2,2
3744,0,4,1,1,1,0,0,0,1
3745,0,4,1,1,1,0,0,1,4
3746,0,4,1,1,1,0,0,2,2
3747,0,4,1,1,1,0,1,0,1
3748,0,4,1,1,1,0,1,1,4
3749,0,4,1,1,1,0,1,2,2
3750,0,4,1,1,1,0,2,0,4
3751,0,4,1,1,1,0,2,1,4
3752,0,4,1,1,1,0,2,2,2
3753,0,4,1,1,1,1,0,0,1
3754,0,4,1,1,1,1,0,1,4
3755,0,4,1,1,1,1,0,2,2
3756,0,4,1,1,1,1,1,0,1
3757,0,4,1,1,1,1,1,1,4
3758,0,4,1,1,1,1,1,2,2
3759,0,4,1,1,1,1,2,0,4
3760,0,4,1,1,1,1,2,1,4
3761,0,4,1,1,1,1,2,2,2
3762,0,4,1,1,2,0,0,0,4
3763,0,4,1,1,2,0,0,1,4
3764,0,4,1,1,2,0,0,2,2
3765,0,4,1,1,2,0,1,0,4
3766,0,4,1,1,2,0,1,1,4
3767,0,4,1,1,2,0,1,2,2
3768,0,4,1,1,2,0,2,0,4
3769,0,4,1,1,2,0,2,1,4
3770,0,4,1,1,2,0,2,2,2
3771,0,4,1,1,2,1,0,0,4
3772,0,4,1,1,2,1,0,1,4
3773,0,4,1,1,2,1,0,2,2
3774,0,4,1,1,2,1,1,0,4
3775,0,4,1,1,2,1,1,1,4
3776,0,4,1,1,2,1,1,2,2
3777,0,4,1,1,2,1,2,0,4
3778,0,4,1,1,2,1,2,1,4
3779,0,4,1,1,2,1,2,2,2
3780,0,4,1,2,0,0,0,0,1
3781,0,4,1,2,0,0,0,1,4
3782,0,4,1,2,0,0,0,2,2
3783,0,4,1,2,0,0,1,0,1
3784,0,4,1,2,0,0,1,1,4
3785,0,4,1,2,0,0,1,2,2
3786,0,4,1,2,0,0,2,0,4
3787,0,4,1,2,0,0,2,1,4
3788,0,4,1,2,0,0,2,2,2
3789,0,4,1,2,0,1,0,0,4
3790,0,4,1,2,0,1,0,1,4
3791,0,4,1,2,0,1,0,2,2
3792,0,4,1,2,0,1,1,0,4
3793,0,4,1,2,0,1,1,1,4
3794,0,4,1,2,0,1,1,2,2
3795,0,4,1,2,0,1,2,0,4
3796,0,4,1,2,0,1,2,1,4
3797,0,4,1,2,0,1,2,2,2
3798,0,4,1,2,1,0,0,0,4
3799,0,4,1,2,1,0,0,1,4
3800,0,4,1,2,1,0,0,2,2
3801,0,4,1,2,1,0,1,0,4
3802,0,4,1,2,1,0,1,1,4
3803,0,4,1,2,1,0,1,2,2
3804,0,4,1,2,1,0,2,0,4
3805,0,4,1,2,1,0,2,1,4
3806,0,4,1,2,1,0,2,2,2
3807,0,4,1,2,1,1,0,0,4
3808,0,4,1,2,1,1,0,1,4
3809,0,4,1,2,1,1,0,2,2
3810,0,4,1,2,1,1,1,0,4
3811,0,4,1,2,1,1,1,1,4
3812,0,4,1,2,1,1,1,2,2
3813,0,4,1,2,1,1,2,0,4
3814,0,4,1,2,1,1,2,1,4
3815,0,4,1,2,1,1,2,2,2
3816,0,4,1,2,2,0,0,0,4
3817,0,4,1,2,2,0,0,1,4
3818,0,4,1,2,2,0,0,2,2
3819,0,4,1,2,2,0,1,0,4
3820,0,4,1,2,2,0,1,1,4
3821,0,4,1,2,2,0,1,2,2
3822,0,4,1,2,2,0,2,0,4
3823,0,4,1,2,2,0,2,1,4
3824,0,4,1,2,2,0,2,2,2
3825,0,4,1,2,2,1,0,0,4
3826,0,4,1,2,2,1,0,1,4
3827,0,4,1,2,2,1,0,2,2
3828,0,4,1,2,2,1,1,0,4
3829,0,4,1,2,2,1,1,1,4
3830,0,4,1,2,2,1,1,2,2
3831,0,4,1,2,2,1,2,0,4
3832,0,4,1,2,2,1,2,1,4
3833,0,4,1,2,2,1,2,2,2
3834,0,4,1,3,0,0,0,0,1
3835,0,4,1,3,0,0,0,1,4
3836,0,4,1,3,0,0,0,2,2
3837,0,4,1,3,0,0,1,0,1
3838,0,4,1,3,0,0,1,1,4
3839,0,4,1,3,0,0,1,2,2
3840,0,4,1,3,0,0,2,0,4
3841,0,4,1,3,0,0,2,1,4
3842,0,4,1,3,0,0,2,2,2
3843,0,4,1,3,0,1,0,0,4
3844,0,4,1,3,0,1,0,1,4
3845,0,4,1,3,0,1,0,2,2
3846,0,4,1,3,0,1,1,0,4
3847,0,4,1,3,0,1,1,1,4
3848,0,4,1,3,0,1,1,2,2
3849,0,4,1,3,0,1,2,0,4
3850,0,4,1,3,0,1,2,1,4
3851,0,4,1,3,0,1,2,2,2
3852,0,4,1,3,1,0,0,0,4
3853,0,4,1,3,1,0,0,1,4
3854,0,4,1,3,1,0,0,2,2
3855,0,4,1,3,1,0,1,0,4
3856,0,4,1,3,1,0,1,1,4
3857,0,4,1,3,1,0,1,2,2
3858,0,4,1,3,1,0,2,0,4
3859,0,4,1,3,1,0,2,1,4
3860,0,4,1,3,1,0,2,2,2
3861,0,4,1,3,1,1,0,0,4
3862,0,4,1,3,1,1,0,1,4
3863,0,4,1,3,1,1,0,2,2
3864,0,4,1,3,1,1,1,0,4
3865,0,4,1,3,1,1,1,1,4
3866,0,4,1,3,1,1,1,2,2
3867,0,4,1,3,1,1,2,0,4
3868,0,4,1,3,1,1,2,1,4
3869,0,4,1,3,1,1,2,2,2
3870,0,4,1,3,2,0,0,0,4
3871,0,4,1,3,2,0,0,1,4
3872,0,4,1,3,2,0,0,2,2
3873,0,4,1,3,2,0,1,0,4
3874,0,4,1,3,2,0,1,1,4
3875,0,4,1,3,2,0,1,2,2
3876,0,4,1,3,2,0,2,0,4
3877,0,4,1,3,2,0,2,1,4
3878,0,4,1,3,2,0,2,2,2
3879,0,4,1,3,2,1,0,0,4
3880,0,4,1,3,2,1,0,1,4
3881,0,4,1,3,2,1,0,2,2
3882,0,4,1,3,2,1,1,0,4
3883,0,4,1,3,2,1,1,1,4
3884,0,4,1,3,2,1,1,2,2
3885,0,4,1,3,2,1,2,0,4
3886,0,4,1,3,2,1,2,1,4
3887,0,4,1,3,2,1,2,2,2
3888,0,4,2,0,0,0,0,0,1
3889,0,4,2,0,0,0,0,1,4
3890,0,4,2,0,0,0,0,2,2
3891,0,4,2,0,0,0,1,0,1
3892,0,4,2,0,0,0,1,1,4
3893,0,4,2,0,0,0,1,2,2
3894,0,4,2,0,0,0,2,0,4
3895,0,4,2,0,0,0,2,1,4
3896,0,4,2,0,0,0,2,2,2
3897,0,4,2,0,0,1,0,0,1
3898,0,4,2,0,0,1,0,1,4
3899,0,4,2,0,0,1,0,2,2
3900,0,4,2,0,0,1,1,0,1
3901,0,4,2,0,0,1,1,1,4
3902,0,4,2,0,0,1,1,2,2
3903,0,4,2,0,0,1,2,0,4
3904,0,4,2,0,0,1,2,1,4
3905,0,4,2,0,0,1,2,2,2
3906,0,4,2,0,1,0,0,0,1
3907,0,4,2,0,1,0,0,1,4
3908,0,4,2,0,1,0,0,2,2
3909,0,4,2,0,1,0,1,0,1
3910,0,4,2,0,1,0,1,1,4
3911,0,4,2,0,1,0,1,2,2
3912,0,4,2,0,1,0,2,0,4
3913,0,4,2,0,1,0,2,1,4
3914,0,4,2,0,1,0,2,2,2
3915,0,4,2,0,1,1,0,0,1
3916,0,4,2,0,1,1,0,1,4
3917,0,4,2,0,1,1,0,2,2
3918,0,4,2,0,1,1,1,0,1
3919,0,4,2,0,1,1,1,1,4
3920,0,4,2,0,1,1,1,2,2
3921,0,4,2,0,1,1,2,0,4
3922,0,4,2,0,1,1,2,1,4
3923,0,4,2,0,1,1,2,2,2
3924,0,4,2,0,2,0,0,0,4
3925,0,4,2,0,2,0,0,1,4
3926,0,4,2,0,2,0,0,2,2
3927,0,4,2,0,2,0,1,0,4
3928,0,4,2,0,2,0,1,1,4
3929,0,4,2,0,2,0,1,2,2
3930,0,4,2,0,2,0,2,0,4
3931,0,4,2,0,2,0,2,1,4
3932,0,4,2,0,2,0,2,2,2
3933,0,4,2,0,2,1,0,0,4
3934,0,4,2,0,2,1,0,1,4
3935,0,4,2,0,2,1,0,2,2
3936,0,4,2,0,2,1,1,0,4
3937,0,4,2,0,2,1,1,1,4
3938,0,4,2,0,2,1,1,2,2
3939,0,4,2,0,2,1,2,0,4
3940,0,4,2,0,2,1,2,1,4
3941,0,4,2,0,2,1,2,2,2
3942,0,4,2,1,0,0,0,0,1
3943,0,4,2,1,0,0,0,1,4
3944,0,4,2,1,0,0,0,2,2
3945,0,4,2,1,0,0,1,0,1
3946,0,4,2,1,0,0,1,1,4
3947,0,4,2,1,0,0,1,2,2
3948,0,4,2,1,0,0,2,0,4
3949,0,4,2,1,0,0,2,1,4
3950,0,4,2,1,0,0,2,2,2
3951,0,4,2,1,0,1,0,0,4
3952,0,4,2,1,0,1,0,1,4
3953,0,4,2,1,0,1,0,2,2
3954,0,4,2,1,0,1,1,0,4
3955,0,4,2,1,0,1,1,1,4
3956,0,4,2,1,0,1,1,2,2
3957,0,4,2,1,0,1,2,0,4
3958,0,4,2,1,0,1,2,1,4
3959,0,4,2,1,0,1,2,2,2
3960,0,4,2,1,1,0,0,0,4
3961,0,4,2,1,1,0,0,1,4
3962,0,4,2,1,1,0,0,2,2
3963,0,4,2,1,1,0,1,0,4
3964,0,4,2,1,1,0,1,1,4
3965,0,4,2,1,1,0,1,2,2
3966,0,4,2,1,1,0,2,0,4
3967,0,4,2,1,1,0,2,1,4
3968,0,4,2,1,1,0,2,2,2
3969,0,4,2,1,1,1,0,0,4
3970,0,4,2,1,1,1,0,1,4
3971,0,4,2,1,1,1,0,2,2
3972,0,4,2,1,1,1,1,0,4
3973,0,4,2,1,1,1,1,1,4
3974,0,4,2,1,1,1,1,2,2
3975,0,4,2,1,1,1,2,0,4
3976,0,4,2,1,1,1,2,1,4
3977,0,4,2,1,1,1,2,2,2
3978,0,4,2,1,2,0,0,0,4
3979,0,4,2,1,2,0,0,1,4
3980,0,4,2,1,2,0,0,2,2
3981,0,4,2,1,2,0,1,0,4
3982,0,4,2,1,2,0,1,1,4
3983,0,4,2,1,2,0,1,2,2
3984,0,4,2,1,2,0,2,0,4
3985,0,4,2,1,2,0,2,1,4
3986,0,4,2,1,2,0,2,2,2
3987,0,4,2,1,2,1,0,0,4
3988,0,4,2,1,2,1,0,1,4
3989,0,4,2,1,2,1,0,2,2
3990,0,4,2,1,2,1,1,0,4
3991,0,4,2,1,2,1,1,1,4
3992,0,4,2,1,2,1,1,2,2
3993,0,4,2,1,2,1,2,0,4
3994,0,4,2,1,2,1,2,1,4
3995,0,4,2,1,2,1,2,2,2
3996,0,4,2,2,0,0,0,0,1
3997,0,4,2,2,0,0,0,1,4
3998,0,4,2,2,0,0,0,2,2
3999,0,4,2,2,0,0,1,0,1
4000,0,4,2,2,0,0,1,1,4
4001,0,4,2,2,0,0,1,2,2
4002,0,4,2,2,0,0,2,0,4
4003,0,4,2,2,0,0,2,1,4
4004,0,4,2,2,0,0,2,2,2
4005,0,4,2,2,0,1,0,0,4
4006,0,4,2,2,0,1,0,1,4
4007,0,4,2,2,0,1,0,2,2
4008,0,4,2,2,0,1,1,0,4
4009,0,4,2,2,0,1,1,1,4
4010,0,4,2,2,0,1,1,2,2
4011,0,4,2,2,0,1,2,0,4
4012,0,4,2,2,0,1,2,1,4
4013,0,4,2,2,0,1,2,2,2
4014,0,4,2,2,1,0,0,0,4
4015,0,4,2,2,1,0,0,1,4
4016,0,4,2,2,1,0,0,2,2
4017,0,4,2,2,1,0,1,0,4
4018,0,4,2,2,1,0,1,1,4
4019,0,4,2,2,1,0,1,2,2
4020,0,4,2,2,1,0,2,0,4
4021,0,4,2,2,1,0,2,1,4
4022,0,4,2,2,1,0,2,2,2
4023,0,4,2,2,1,1,0,0,4
4024,0,4,2,2,1,1,0,1,4
4025,0,4,2,2,1,1,0,2,2
4026,0,4,2,2,1,1,1,0,4
4027,0,4,2,2,1,1,1,1,4
4028,0,4,2,2,1,1,1,2,2
4029,0,4,2,2,1,1,2,0,4
4030,0,4,2,2,1,1,2,1,4
4031,0,4,2,2,1,1,2,2,2
4032,0,4,2,2,2,0,0,0,4
