age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
31,1,119422,1,9,1,5,1,0,0,0,0,40,0,0
52,1,363405,1,9,4,0,5,0,1,0,0,40,0,0
63,1,181863,0,13,0,5,0,0,0,0,0,27,0,0
27,1,194472,1,9,0,14,0,0,1,0,0,60,0,0
31,1,247328,4,5,1,9,1,0,0,3137,0,40,5,0
71,2,130731,1,9,6,0,0,0,1,0,0,35,0,0
35,1,236910,0,13,1,1,1,0,0,0,0,60,0,0
44,1,378251,1,9,1,0,2,0,1,0,0,38,0,0
36,1,120760,3,14,1,3,1,2,0,0,0,40,28,0
22,1,203182,0,13,0,1,5,0,1,0,0,20,0,0
32,1,130304,1,9,1,3,1,0,0,0,1485,48,0,0
30,5,352542,0,13,2,3,4,0,1,0,0,40,0,0
60,0,191024,1,9,1,11,1,0,0,0,0,40,0,0
25,1,197728,5,10,0,0,3,0,1,0,0,40,0,0
76,1,316185,8,4,6,12,0,0,1,0,0,12,0,0
41,1,89226,1,9,2,6,0,0,0,0,0,40,0,0
26,1,292353,8,4,1,9,1,4,0,0,0,40,0,0
45,1,304570,15,8,1,9,1,2,0,0,0,40,4,0
32,1,180296,5,10,2,0,4,0,1,0,0,40,0,0
22,1,361487,1,9,0,6,0,0,0,0,0,40,0,0
39,1,218490,0,13,1,5,1,0,0,0,1848,40,0,1
63,2,231777,0,13,0,7,0,0,0,0,0,40,0,0
23,1,189832,6,12,0,7,4,0,1,0,0,40,0,0
61,1,232308,12,6,1,9,1,0,0,0,0,40,0,0
31,6,33308,7,11,1,6,1,0,0,0,0,40,0,0
25,1,333677,4,5,1,9,1,0,0,0,0,45,0,0
33,1,170651,1,9,0,4,3,0,1,1055,0,40,0,0
39,1,343403,1,9,1,5,2,0,1,0,0,36,0,0
53,1,166386,0,13,1,9,2,2,1,0,0,40,28,0
26,4,48099,0,13,0,1,0,0,1,0,0,40,0,0
21,1,143062,5,10,0,4,3,0,0,0,0,32,0,0
18,1,104704,1,9,0,0,3,1,0,0,0,40,0,0
34,1,30497,0,13,1,1,1,0,0,15024,0,60,0,1
44,6,174325,3,14,1,3,1,1,0,7688,0,40,0,1
31,1,286675,1,9,2,6,3,0,0,0,0,50,0,0
44,1,59474,1,9,1,7,1,0,0,0,0,40,0,1
42,1,378384,10,15,1,3,1,0,0,0,1902,60,0,1
43,1,245842,1,9,1,9,1,0,0,0,0,44,5,0
33,1,274222,0,13,1,4,1,2,0,7688,0,38,0,1
21,1,342575,5,10,0,5,3,1,1,0,0,30,0,0
30,1,206051,1,9,1,2,1,0,0,0,0,40,0,1
55,1,234213,1,9,1,7,1,0,0,0,0,60,0,0
57,1,145189,5,10,0,0,0,0,1,0,0,40,0,0
37,1,233490,1,9,0,8,0,0,0,0,0,50,0,0
32,1,344129,1,9,1,9,1,0,0,0,0,40,0,1
62,2,171315,0,13,1,3,1,0,0,0,0,60,0,1
31,2,181485,0,13,0,5,0,1,0,0,0,40,0,1
51,1,255412,0,13,1,1,1,0,0,0,0,50,26,1
37,1,262409,3,14,2,1,4,0,1,0,213,45,0,0
45,1,199590,11,3,1,7,1,0,0,0,0,38,5,0
47,1,84726,5,10,1,9,1,0,0,0,0,40,0,0
31,0,226883,1,9,2,11,3,0,0,0,0,75,0,0
75,2,184335,2,7,1,1,1,0,0,0,0,30,0,0
43,1,102025,3,14,1,3,1,4,0,0,0,50,0,0
39,1,183898,6,12,1,6,1,0,0,7688,0,60,11,1
30,1,55291,0,13,1,3,1,0,0,0,0,40,0,1
27,1,150025,11,3,0,2,5,0,0,0,0,40,27,0
44,1,100584,1,9,1,9,1,3,0,0,0,40,0,0
53,5,181755,3,14,2,3,0,0,1,0,0,35,0,1
40,1,150528,0,13,1,0,1,0,0,0,0,40,0,0
18,1,107277,2,7,0,5,3,0,1,0,0,20,0,0
33,1,247205,0,13,1,12,1,1,0,0,0,40,9,0
20,1,291979,1,9,0,5,3,0,0,0,0,40,0,0
38,1,270985,5,10,1,1,1,1,0,0,0,50,0,0
48,1,62605,1,9,2,0,0,0,1,0,0,35,0,0
46,2,176863,1,9,1,1,1,0,0,0,0,40,0,0
51,1,53197,1,9,1,6,1,0,0,0,0,40,0,0
35,2,267776,1,9,0,4,5,0,1,0,0,30,0,0
24,1,308205,8,4,0,2,5,0,0,0,0,40,5,0
30,1,306383,5,10,2,2,0,0,0,0,0,50,0,0
70,1,35494,1,9,1,1,1,0,0,0,0,30,0,0
26,1,291968,1,9,1,7,1,0,0,0,0,44,0,0
34,1,80933,1,9,1,6,1,0,0,0,1672,40,0,0
46,1,271828,1,9,1,6,1,0,0,0,0,40,0,1
70,1,121993,1,9,1,0,2,0,1,0,0,5,0,0
37,5,31023,5,10,1,4,1,0,0,0,0,40,0,0
36,2,36425,5,10,2,5,4,0,1,0,0,35,0,0
23,1,407684,4,5,0,9,5,0,1,0,0,40,5,0
28,1,241895,1,9,1,5,1,0,0,0,1628,40,0,0
44,2,158555,5,10,1,1,1,0,0,0,0,50,0,1
58,1,140363,1,9,2,9,0,0,0,3325,0,30,0,0
53,1,123429,5,10,1,1,1,0,0,0,0,60,0,1
23,1,40060,5,10,1,2,1,0,0,0,0,40,0,0
26,1,290286,1,9,0,6,0,1,0,0,0,40,0,0
21,0,249271,5,10,1,11,1,0,0,0,0,40,0,0
34,5,106169,3,14,2,3,0,0,1,0,0,50,0,0
43,1,76487,2,7,1,6,1,0,0,0,0,40,0,0
22,1,437994,5,10,0,4,5,1,0,0,0,20,0,0
41,1,113555,5,10,1,6,1,3,0,7298,0,50,0,1
36,1,160120,1,9,1,0,1,2,0,0,0,40,37,0
41,5,343079,0,13,1,3,2,0,1,0,1740,20,0,0
27,1,406662,1,9,0,0,0,0,0,4416,0,40,0,0
42,2,37618,5,10,1,8,1,0,0,0,0,60,0,0
27,1,114158,7,11,0,0,3,0,1,0,0,35,0,0
41,1,115562,1,9,2,12,3,0,0,0,0,40,0,0
32,1,353994,0,13,1,1,5,2,1,0,0,40,28,1
21,1,344891,5,10,0,0,3,2,0,0,0,20,0,0
44,1,286750,0,13,1,1,1,1,0,0,0,50,0,1
29,1,194197,0,13,0,1,3,0,0,0,0,40,0,0
19,2,206599,5,10,0,4,3,0,1,0,0,22,0,0
21,5,596776,5,10,0,0,3,0,0,0,0,40,27,0
46,1,56841,1,9,1,7,1,0,0,0,0,40,0,0
38,1,112561,0,13,1,1,1,0,0,0,0,55,0,1
43,1,147110,5,10,0,0,4,0,0,0,0,48,0,1
54,3,175339,1,9,1,5,1,0,0,0,0,50,0,1
38,1,234901,3,14,1,1,1,0,0,0,1977,60,0,1
18,0,298133,5,10,0,11,3,0,0,0,0,40,0,0
50,1,217083,1,9,1,0,2,0,1,0,0,40,0,1
30,1,97757,7,11,1,3,2,0,1,0,0,36,0,1
30,1,151868,4,5,1,6,1,0,0,0,0,40,0,0
28,5,25864,1,9,0,1,4,3,1,0,0,35,0,0
26,1,109419,7,11,0,0,0,0,1,0,0,45,0,0
37,4,203070,5,10,1,6,1,0,0,0,0,43,0,0
32,1,107843,1,9,1,9,1,0,0,5178,0,50,0,1
64,6,264544,3,14,1,3,2,0,1,0,0,5,0,1
18,1,148644,1,9,0,5,3,0,1,0,0,28,0,0
30,1,125762,5,10,1,0,1,0,0,0,0,30,0,0
36,0,53606,7,11,1,11,2,0,1,3908,0,8,0,0
18,1,193741,2,7,0,4,5,1,0,0,0,30,0,0
27,1,588905,1,9,1,6,1,0,0,0,0,40,0,0
49,1,115613,4,5,1,4,1,0,0,0,0,40,0,0
46,6,222374,1,9,1,4,1,0,0,0,0,43,0,1
37,1,185359,1,9,1,0,1,0,0,0,0,40,0,0
30,1,173647,5,10,2,7,0,0,0,0,0,40,0,0
29,1,31166,1,9,2,3,0,4,1,0,0,30,11,0
22,0,517995,1,9,0,11,3,0,0,0,0,40,5,0
25,2,189027,1,9,1,8,1,0,0,0,0,30,0,0
38,1,296125,1,9,4,14,4,1,1,0,0,30,0,0
32,0,640383,0,13,2,11,4,0,1,0,0,40,0,0
35,1,334291,5,10,1,6,1,0,0,0,0,50,0,0
56,1,318450,3,14,1,0,1,0,0,0,0,80,0,1
29,1,174163,5,10,2,1,0,0,1,0,0,40,0,0
41,1,119721,1,9,1,10,1,0,0,0,0,40,0,0
47,1,142719,1,9,1,9,1,0,0,0,0,40,0,0
23,1,162593,0,13,0,0,0,2,1,0,0,40,0,0
46,2,236852,0,13,1,5,1,0,0,0,0,45,0,1
28,5,154863,1,9,0,12,5,1,0,0,1876,40,0,0
39,1,168894,0,13,2,0,4,0,1,0,0,20,0,0
42,2,344920,5,10,1,8,2,0,1,0,0,50,0,0
39,1,33355,1,9,1,7,1,0,0,7298,0,48,0,1
68,0,196782,8,4,1,11,1,0,0,0,0,30,0,0
37,3,291518,0,13,1,6,1,0,0,15024,0,55,0,1
57,1,170244,10,15,0,3,0,0,1,0,0,40,0,0
22,1,369549,5,10,0,4,0,1,1,0,0,30,0,0
24,1,23438,7,11,0,0,0,0,0,0,0,30,0,1
19,1,202673,5,10,0,2,3,0,0,0,0,50,0,0
55,1,171780,6,12,2,5,4,1,1,0,0,30,0,0
37,5,264503,1,9,1,12,1,0,0,0,0,40,0,0
37,5,244341,5,10,0,0,4,1,1,0,0,40,0,0
28,1,209109,0,13,1,4,1,0,0,0,0,50,0,0
27,1,187392,1,9,0,4,0,0,1,0,0,40,0,0
40,6,119578,0,13,0,3,4,0,1,0,0,20,0,0
51,1,195105,1,9,2,14,3,0,1,0,0,40,0,0
52,1,101752,7,11,1,7,1,0,0,0,0,56,0,0
74,0,95825,5,10,6,11,0,0,1,0,0,3,0,0
49,3,362654,5,10,1,1,1,0,0,15024,0,50,0,1
20,0,29810,5,10,0,11,3,0,1,0,0,40,0,0
40,4,77332,5,10,2,0,0,0,1,0,0,50,0,0
80,1,87518,5,10,0,3,0,0,0,0,1816,60,0,0
63,1,113324,5,10,1,12,1,0,0,0,0,40,0,0
63,1,96299,1,9,2,7,4,0,0,0,0,45,0,1
51,1,237729,5,10,2,0,4,0,1,0,0,40,0,0
23,1,200973,1,9,0,0,0,0,1,0,0,40,0,0
66,2,212456,1,9,6,6,0,0,0,0,0,20,0,0
33,2,131568,1,9,1,5,1,0,0,0,0,66,0,0
49,1,185859,1,9,1,6,1,0,0,0,0,43,0,0
20,1,231981,5,10,0,7,0,0,0,0,0,32,0,0
33,3,117963,6,12,1,1,1,0,0,0,1887,60,0,1
26,1,78172,5,10,5,12,1,0,0,0,0,40,0,0
52,1,164135,1,9,1,1,1,0,0,0,0,50,0,1
33,1,171216,0,13,1,1,1,0,0,0,0,50,0,1
47,1,140664,0,13,2,5,0,0,0,0,0,45,0,0
23,1,249277,1,9,0,1,3,1,0,0,0,75,0,0
53,4,117847,6,12,1,0,1,0,0,0,0,40,0,0
19,1,52372,5,10,0,4,3,0,0,0,0,20,0,0
26,4,95806,5,10,0,6,0,0,0,3325,0,40,0,0
53,1,137428,8,4,1,7,1,0,0,0,0,60,0,1
65,1,169047,1,9,0,9,0,0,0,0,0,10,0,0
68,1,339168,0,13,1,7,1,0,0,0,0,30,0,0
30,1,504725,12,6,0,5,5,0,0,0,0,18,27,0
28,1,132870,2,7,1,6,1,0,0,0,0,45,0,0
54,5,135840,12,6,1,12,1,0,0,0,0,45,0,0
30,1,35644,1,9,0,4,3,0,0,0,0,10,0,0
22,1,198148,5,10,0,0,3,0,0,0,0,50,0,0
25,1,220098,1,9,0,4,3,0,0,0,0,30,0,0
19,1,262515,2,7,0,4,5,0,0,0,0,20,0,0
19,0,423863,5,10,0,11,3,0,1,0,0,35,0,0
32,4,111567,10,15,1,3,1,0,0,0,0,40,0,1
23,1,194096,0,13,0,1,3,0,1,0,0,40,0,0
51,5,420917,0,13,1,3,1,0,0,0,0,45,0,0
25,1,197871,5,10,1,5,1,0,0,0,0,44,0,1
46,5,253116,0,13,0,3,0,1,1,0,0,40,0,0
38,1,206535,5,10,2,10,4,0,1,0,0,50,0,0
26,6,70447,1,9,1,12,1,2,0,0,0,40,0,1
46,1,201217,1,9,2,3,0,0,1,0,0,40,0,0
25,1,209970,0,13,0,3,0,0,1,0,0,40,0,0
20,1,196745,5,10,0,4,3,0,1,594,0,16,0,0
29,5,175262,3,14,1,3,5,0,0,0,0,35,0,0
51,3,304955,3,14,1,1,1,0,0,0,0,50,0,1
40,1,181265,5,10,1,6,1,0,0,0,0,52,0,0
24,1,200973,5,10,0,0,0,0,1,0,0,40,0,0
24,2,37440,0,13,0,8,4,0,0,0,0,50,0,0
31,1,395170,7,11,1,4,2,3,1,0,0,24,5,0
54,0,32385,1,9,2,11,0,0,1,0,0,30,0,0
34,1,353213,6,12,4,6,0,0,0,0,0,60,0,0
19,1,38619,5,10,0,8,3,0,0,0,0,66,0,0
21,1,177711,1,9,0,7,3,1,0,0,0,40,0,0
21,1,190761,12,6,1,8,1,0,0,0,0,70,0,0
23,1,27776,5,10,1,7,1,0,0,0,0,24,0,0
37,4,470663,5,10,0,6,0,0,0,0,0,40,0,0
40,1,71738,3,14,1,1,1,0,0,0,0,46,0,1
57,1,74156,1,9,1,4,1,0,0,0,0,30,0,0
48,1,202467,0,13,1,3,1,0,0,0,1485,40,0,1
24,1,123983,2,7,1,7,1,2,0,0,0,40,37,0
43,1,193494,5,10,1,3,1,0,0,0,0,40,0,0
32,0,169886,0,13,0,11,0,0,1,0,0,20,4,0
40,1,130571,1,9,0,4,0,0,1,0,0,40,0,0
52,3,90363,10,15,1,3,1,0,0,99999,0,35,0,1
49,1,83444,1,9,2,1,0,0,0,0,0,40,0,0
45,2,239093,5,10,1,1,1,3,0,3137,0,40,0,0
62,5,151369,1,9,0,6,0,0,0,0,0,40,0,0
29,1,56630,7,11,1,0,1,0,0,0,0,40,0,0
49,1,117095,1,9,4,9,4,0,1,0,0,40,0,0
55,4,189985,5,10,2,0,4,1,1,0,0,40,0,0
20,0,34862,5,10,0,11,3,3,0,0,0,72,0,0
37,3,126675,0,13,0,1,3,0,0,0,0,40,0,0
43,6,199806,0,13,1,0,1,0,0,0,0,40,0,1
29,1,57596,5,10,2,0,0,0,1,0,0,40,0,0
44,1,103459,1,9,1,5,2,0,1,0,0,40,0,1
28,1,282398,5,10,4,10,4,0,0,0,0,40,0,1
38,1,298841,5,10,0,1,0,0,1,0,0,45,0,0
45,1,33300,7,11,1,5,1,0,0,0,1977,50,0,1
22,0,306031,5,10,0,11,3,0,0,0,0,40,0,0
19,1,306467,5,10,0,4,3,0,1,0,0,20,0,0
20,1,189888,15,8,0,4,0,0,0,0,0,40,0,0
60,1,83861,1,9,1,2,1,0,0,0,0,40,0,0
30,1,117393,1,9,0,5,0,0,1,0,0,40,0,0
22,1,129934,5,10,0,0,0,2,0,0,0,40,4,0
51,1,179010,5,10,2,5,0,0,1,0,0,60,0,0
31,1,375680,0,13,0,3,4,1,1,0,0,40,4,0
48,1,316101,1,9,2,1,4,0,1,0,0,40,0,0
43,1,293305,0,13,1,5,1,0,0,0,1887,40,0,1
51,5,175750,1,9,2,7,4,1,0,0,0,40,0,0
41,1,121718,7,11,1,10,1,0,0,0,1848,48,0,1
62,0,94931,7,11,1,11,1,0,0,3411,0,40,0,0
50,6,229272,1,9,1,6,1,1,0,0,0,40,0,1
46,1,142828,1,9,1,5,2,0,1,0,0,40,0,1
54,1,22743,5,10,1,7,1,0,0,15024,0,60,0,1
68,1,76371,1,9,1,2,1,0,0,0,0,45,0,1
23,2,216129,6,12,0,6,0,0,0,0,0,30,0,0
49,1,107425,3,14,0,5,0,0,1,0,0,35,0,0
24,1,611029,12,6,1,2,1,0,0,0,0,40,0,0
30,5,363032,1,9,1,12,1,1,0,0,0,40,0,0
38,1,170020,1,9,1,9,1,0,0,3137,0,45,0,0
34,1,137900,1,9,0,5,0,0,1,0,0,35,0,0
22,1,322674,5,10,0,1,3,0,0,0,0,40,0,0
30,1,23778,8,4,4,2,0,0,0,0,0,40,0,0
61,1,147845,8,4,1,7,1,0,0,0,0,31,0,0
36,1,175759,1,9,2,1,4,0,0,0,0,40,0,0
51,3,166459,7,11,1,1,1,0,0,0,0,40,0,0
43,1,128212,11,3,1,9,2,2,1,0,0,40,37,1
54,4,127455,5,10,1,12,1,0,0,0,0,48,0,1
63,1,134699,1,9,6,3,0,0,1,0,0,25,0,0
51,1,254230,5,10,1,1,1,0,0,0,0,40,0,1
63,2,159715,12,6,1,9,1,0,0,0,0,40,0,0
51,5,116286,3,14,1,3,1,0,0,0,0,60,0,1
27,1,146719,1,9,2,5,3,0,1,0,0,35,0,0
35,1,361888,6,12,1,10,1,0,0,0,0,40,0,1
31,0,26553,0,13,1,11,2,0,1,0,0,25,0,1
46,2,32825,1,9,4,6,4,0,0,0,0,40,0,0
53,1,225768,7,11,1,6,1,1,0,0,0,40,0,1
26,4,393728,5,10,2,0,3,0,0,0,0,24,0,0
43,1,160369,1,9,0,9,3,0,0,0,0,40,0,0
39,1,191807,1,9,1,5,1,0,0,15024,0,50,0,1
50,4,176969,1,9,2,3,0,0,0,0,1590,40,0,0
54,4,33863,1,9,1,0,1,0,0,0,0,40,0,1
62,0,182687,5,10,1,11,2,0,1,0,0,45,0,1
57,6,141459,5,10,2,3,4,0,1,0,0,40,0,0
19,0,174233,5,10,0,11,3,1,0,0,0,24,0,0
29,5,95393,1,9,0,4,3,0,0,0,0,20,0,0
20,1,221095,1,9,0,6,5,1,0,0,0,40,0,0
53,1,104501,0,13,1,1,1,0,0,0,1902,55,0,1
18,0,437851,5,10,0,11,3,0,0,0,0,40,0,0
22,0,131230,5,10,0,11,3,0,0,0,0,40,0,0
23,1,495888,1,9,0,4,0,0,0,0,0,40,25,0
69,1,185691,2,7,1,0,1,0,0,0,0,20,0,0
56,1,201822,8,4,1,2,1,0,0,0,2002,40,0,0
53,5,549341,0,13,1,3,1,1,0,0,0,35,0,0
28,1,247445,1,9,0,0,0,0,0,0,0,40,0,0
28,1,199566,0,13,1,4,1,1,0,0,0,40,0,0
33,3,139057,1,9,1,1,1,2,0,0,0,84,21,1
48,1,185039,1,9,2,5,4,0,1,0,0,30,0,0
61,1,166124,1,9,1,6,1,0,0,0,0,40,0,1
49,1,82649,0,13,1,3,1,0,0,5013,0,45,0,0
48,1,109275,5,10,1,1,1,0,0,0,0,40,0,0
32,1,408328,8,4,1,6,1,0,0,0,0,40,0,0
51,1,186338,1,9,1,6,1,0,0,0,0,40,0,1
27,0,130856,0,13,0,11,0,0,0,0,0,40,0,0
19,1,251579,5,10,0,4,3,0,0,0,0,14,0,0
47,1,76612,1,9,1,3,1,0,0,0,0,50,0,0
25,1,22546,0,13,0,7,3,0,0,0,0,60,0,0
72,1,53684,5,10,1,12,1,1,0,0,0,40,0,0
29,1,183627,2,7,2,6,0,0,0,0,0,40,0,0
22,1,73203,1,9,0,0,3,0,1,0,0,40,0,0
57,1,108426,1,9,1,4,1,1,0,0,0,48,9,0
50,1,116287,6,12,1,0,1,0,0,0,0,60,16,0
45,3,145697,5,10,1,5,1,0,0,0,0,30,0,0
52,1,326156,5,10,2,3,0,0,0,0,0,40,0,1
53,1,201127,3,14,1,1,1,0,0,0,0,48,0,1
36,1,250791,1,9,1,2,1,0,0,0,0,48,0,0
46,1,328216,1,9,1,6,1,0,0,0,0,40,0,1
20,1,400443,1,9,0,5,3,0,1,0,0,20,0,0
75,1,95985,11,3,6,4,4,1,0,0,0,10,0,0
32,5,127651,1,9,1,6,1,0,0,0,0,40,0,1
28,1,250679,1,9,1,6,1,0,0,0,0,40,0,0
53,1,103950,3,14,2,3,0,0,1,0,0,40,0,0
17,1,200199,2,7,0,5,3,0,1,0,0,35,0,0
46,6,295791,7,11,2,0,4,0,1,0,0,38,0,0
39,1,191841,6,12,4,3,0,0,1,0,0,30,0,0
38,1,82622,5,10,2,6,4,0,0,0,0,40,0,0
36,1,160728,1,9,1,9,1,0,0,0,0,60,0,0
63,5,109849,0,13,0,3,0,1,1,0,0,21,0,0
28,1,339897,13,2,1,9,1,0,0,0,0,43,5,0
28,0,37215,0,13,0,11,3,0,0,0,0,45,0,0
49,1,371299,1,9,0,0,4,0,1,0,0,35,0,0
43,1,421837,5,10,1,9,1,0,0,0,0,40,5,0
38,1,29702,0,13,1,1,1,0,0,0,0,45,0,1
39,1,117381,1,9,0,10,0,0,0,0,0,62,9,0
42,0,240027,1,9,2,11,0,1,1,0,0,40,0,0
40,1,338740,1,9,1,1,1,0,0,0,0,40,0,0
45,0,28359,1,9,4,11,4,0,1,0,0,10,0,0
29,0,315026,1,9,2,11,4,0,1,0,0,40,0,0
24,4,314525,0,13,0,3,0,0,0,0,1741,45,0,0
30,1,173005,5,10,1,10,1,0,0,0,0,50,0,1
44,1,286750,5,10,1,7,1,1,0,0,0,40,0,0
40,1,163985,1,9,1,5,1,0,0,0,0,24,0,0
30,1,219318,1,9,0,9,5,0,1,0,0,35,7,0
42,1,44121,3,14,2,3,0,0,1,0,1876,40,0,0
52,2,103794,7,11,2,3,0,0,1,0,0,35,0,0
42,1,310632,5,10,1,6,1,1,0,0,0,40,0,1
39,1,153976,5,10,1,6,1,0,0,0,0,52,0,1
43,1,174575,5,10,2,3,4,0,0,0,0,45,0,0
62,2,82388,1,9,1,6,1,0,0,10566,0,40,0,0
30,1,207253,7,11,1,6,1,0,0,0,0,40,9,0
83,0,251951,1,9,6,11,0,0,1,0,0,20,0,0
39,1,746786,0,13,1,3,1,0,0,0,0,55,0,1
41,1,308296,1,9,1,7,2,0,1,0,0,20,0,0
49,1,101825,3,14,1,3,2,0,1,0,1977,40,0,1
25,1,109009,2,7,1,6,1,0,0,0,0,40,0,0
48,1,413363,2,7,1,7,1,0,0,0,2002,40,0,0
59,0,117751,6,12,2,11,0,0,0,0,0,8,0,0
44,6,296326,0,13,0,0,0,0,0,0,0,40,0,0
36,1,208358,4,5,2,2,0,0,0,4650,0,56,0,0
40,1,120277,1,9,0,2,3,0,0,0,0,40,39,0
21,1,193219,1,9,0,0,3,1,1,0,0,35,2,0
41,1,86399,5,10,4,0,0,0,1,0,0,38,0,0
24,1,215251,0,13,0,1,0,0,1,0,0,50,0,0
67,2,124470,1,9,1,8,1,0,0,0,0,60,0,0
24,1,228649,0,13,0,0,3,0,0,0,0,38,0,0
50,2,386397,0,13,1,5,1,0,0,0,0,60,0,0
48,1,96798,3,14,2,5,0,0,0,0,0,35,0,0
55,0,106707,6,12,1,11,1,1,0,0,0,20,0,1
29,1,159768,1,9,0,9,0,0,0,3325,0,40,19,0
50,1,139464,0,13,2,3,4,0,1,0,0,36,39,0
64,6,550848,12,6,1,1,1,0,0,0,0,40,0,1
49,1,68505,4,5,2,4,0,1,0,0,0,37,0,0
20,1,122215,1,9,0,4,3,1,0,0,0,52,0,0
30,1,159442,1,9,4,0,0,0,1,0,0,40,0,0
37,1,80638,0,13,1,4,1,2,0,0,0,30,28,0
52,1,192390,1,9,1,9,1,0,0,0,0,40,0,1
22,1,191324,5,10,0,12,3,0,0,0,0,25,0,0
77,0,147284,1,9,6,11,0,0,1,0,0,14,0,0
19,6,73009,5,10,0,0,3,0,0,0,0,15,0,0
52,1,177858,1,9,2,6,5,0,0,0,0,55,0,1
42,1,163003,0,13,3,10,3,2,1,0,0,40,0,0
35,1,95551,1,9,4,1,0,0,1,0,0,36,0,0
27,1,125298,5,10,0,0,4,0,1,0,0,50,0,0
54,6,198186,1,9,0,4,0,1,1,0,0,38,0,0
37,1,295949,1,9,1,6,1,0,0,0,1628,40,0,0
37,1,182668,12,6,1,7,1,0,0,0,0,35,0,0
28,1,124905,8,4,1,6,1,0,0,0,0,30,0,0
63,1,171635,0,13,1,5,1,0,0,0,0,40,0,0
19,1,376240,1,9,0,9,3,0,0,0,0,42,0,0
28,1,157391,0,13,0,5,3,0,1,0,0,40,0,0
23,0,114357,5,10,0,11,0,0,0,0,0,40,0,0
44,1,178134,10,15,0,3,0,0,1,0,0,40,0,1
31,1,207201,5,10,1,6,1,0,0,0,0,40,0,1
35,1,124483,0,13,0,5,0,2,0,0,0,50,4,1
64,1,102103,1,9,2,14,0,0,1,0,0,50,0,0
40,1,92036,1,9,1,2,1,0,0,0,0,40,0,1
59,5,236426,6,12,2,3,0,0,1,0,0,50,0,0
22,1,400966,5,10,0,0,3,0,1,0,0,40,0,0
40,1,404573,5,10,0,5,0,0,1,0,0,44,0,0
35,1,227571,8,4,1,2,1,0,0,0,0,40,5,0
20,1,145917,5,10,0,0,3,0,1,0,0,15,0,0
35,5,190226,1,9,0,12,3,0,0,0,0,40,0,0
28,1,356555,5,10,1,1,1,0,0,0,0,48,0,0
28,1,66473,1,9,2,9,3,0,0,0,0,40,0,0
37,0,172256,5,10,1,11,1,0,0,0,0,20,0,0
72,0,118902,9,16,1,11,1,0,0,0,2392,6,0,1
25,3,163039,6,12,0,5,0,0,0,0,0,60,0,0
37,1,89559,1,9,2,0,4,0,1,0,0,40,0,0
19,0,35507,5,10,0,11,3,0,1,0,0,45,0,0
31,1,163303,7,11,2,5,3,0,1,0,0,38,0,0
41,1,192712,1,9,0,0,5,0,1,0,0,40,0,0
31,1,381153,12,6,1,10,1,0,0,0,0,40,0,1
44,1,222434,1,9,1,6,1,0,0,0,0,40,0,0
20,1,34706,5,10,0,1,0,1,0,0,0,47,0,0
57,2,47857,5,10,1,8,1,0,0,0,0,50,0,0
26,1,195216,1,9,2,4,0,0,1,0,0,12,0,0
44,3,103643,1,9,1,1,1,0,0,5013,0,60,35,0
29,5,329426,1,9,0,12,0,0,0,0,0,40,0,0
36,1,183612,1,9,1,3,1,0,0,0,1977,40,0,1
40,1,184105,7,11,1,6,1,0,0,0,0,40,0,1
21,1,211385,6,12,0,4,0,1,0,0,0,35,2,0
21,1,61777,5,10,0,6,0,0,0,0,0,70,0,0
34,2,320194,10,15,4,3,4,0,0,0,0,48,0,1
24,1,199444,0,13,0,1,3,0,1,0,0,15,0,0
28,1,312588,12,6,2,4,0,0,1,0,0,40,0,0
35,1,168675,1,9,4,7,3,0,0,0,0,50,0,0
35,1,87556,1,9,2,6,0,0,0,0,0,40,0,0
38,6,220421,0,13,0,1,0,0,1,0,0,40,0,0
44,4,404599,1,9,2,0,4,1,1,0,0,40,0,0
39,1,99065,0,13,1,2,2,0,1,0,0,40,15,1
57,5,109973,1,9,2,4,0,0,1,0,0,40,0,0
19,1,246652,5,10,0,5,3,0,1,0,0,40,0,0
29,1,57423,7,11,1,9,1,0,0,0,0,48,0,0
23,1,291248,1,9,0,9,5,1,0,0,0,40,0,0
50,1,163708,1,9,6,4,4,0,1,0,0,40,0,0
51,2,240358,5,10,1,6,1,0,0,0,0,20,0,0
28,1,25955,7,11,2,6,0,3,0,0,0,40,0,0
44,1,101593,0,13,1,5,1,0,0,0,0,60,0,0
29,2,227890,0,13,0,3,0,1,0,0,0,40,0,0
31,1,225053,1,9,2,7,0,0,0,0,0,45,0,0
27,1,228472,0,13,1,6,1,0,0,0,0,45,0,1
34,1,245378,0,13,1,1,1,0,0,0,0,45,0,0
50,3,156623,10,15,1,3,1,2,0,7688,0,50,13,1
27,1,35032,5,10,1,2,1,0,0,0,0,40,0,1
31,1,258849,7,11,0,0,4,1,1,0,0,40,0,0
46,1,190115,6,12,1,6,1,0,0,0,0,40,0,1
39,1,63910,5,10,0,0,3,2,1,0,0,40,0,0
40,1,510072,0,13,1,5,1,0,0,0,0,55,0,1
28,1,210867,2,7,2,5,3,0,0,0,0,40,0,0
18,1,263024,1,9,0,5,3,0,1,0,0,40,0,0
51,1,306785,1,9,2,0,0,0,1,0,0,40,0,0
58,3,104333,1,9,2,5,0,0,0,0,0,50,0,0
66,1,340734,1,9,1,5,1,0,0,0,0,40,0,0
